squareMeters,numberOfRooms,hasYard,cityCode,numPrevOwners,made,isNewBuilt,price
164,5,1,75005,1,2011,0,"2 263 364,00 €"
92,5,1,75018,7,1991,1,"1 257 456,00 €"
306,7,0,75013,2,2001,1,"4 000 032,00 €"
203,7,0,75018,8,2019,1,"2 942 079,00 €"
291,7,0,75017,7,1991,0,"2 903 016,00 €"
223,8,1,75020,5,2004,0,"3 165 039,00 €"
72,5,1,75013,1,2004,1,"1 009 728,00 €"
244,7,0,75011,3,1999,0,"2 060 092,00 €"
115,8,0,75011,4,2012,0,"1 567 450,00 €"
161,8,0,75002,10,2013,1,"1 511 629,00 €"
158,8,0,75007,7,1997,0,"1 620 132,00 €"
45,1,0,75007,4,2005,1,"595 845,00 €"
323,10,0,75012,8,1995,0,"4 202 230,00 €"
268,6,0,75002,1,2000,0,"3 680 176,00 €"
305,9,0,75004,3,1995,1,"3 292 475,00 €"
146,9,0,75006,7,2019,0,"2 173 794,00 €"
257,4,0,75014,10,2006,0,"2 332 018,00 €"
43,1,1,75004,7,1999,1,"556 119,00 €"
287,5,0,75019,3,1999,1,"4 278 022,00 €"
121,7,0,75010,7,2012,1,"1 484 670,00 €"
63,3,1,75001,9,2018,1,"842 814,00 €"
280,10,1,75016,5,2003,0,"3 738 560,00 €"
223,4,0,75003,8,2015,1,"2 356 664,00 €"
27,1,0,75013,5,1996,1,"393 660,00 €"
104,7,0,75011,4,2021,0,"1 168 128,00 €"
347,8,1,75008,3,2003,1,"4 275 040,00 €"
72,4,0,75008,3,1992,1,"892 872,00 €"
286,6,0,75005,9,2011,0,"4 103 528,00 €"
338,7,1,75007,2,2017,1,"4 294 628,00 €"
223,8,0,75018,7,2016,0,"2 833 215,00 €"
319,4,1,75008,6,2021,1,"3 577 266,00 €"
59,3,0,75008,3,2019,1,"732 721,00 €"
49,2,1,75011,2,2012,1,"731 717,00 €"
44,2,0,75014,6,2021,0,"420 420,00 €"
26,1,1,75016,1,1992,0,"353 886,00 €"
94,6,0,75015,2,2015,1,"1 343 542,00 €"
157,5,0,75001,1,2020,0,"1 830 463,00 €"
165,10,1,75013,7,1999,1,"1 743 390,00 €"
334,4,1,75016,1,2000,0,"3 483 286,00 €"
163,4,0,75003,7,2016,0,"2 223 483,00 €"
122,5,1,75018,7,1997,0,"1 749 114,00 €"
260,4,0,75006,5,2021,0,"3 833 960,00 €"
119,10,0,75010,8,2001,0,"1 716 099,00 €"
205,7,1,75007,6,2005,1,"2 452 825,00 €"
156,6,1,75006,10,2010,1,"2 149 524,00 €"
138,5,1,75018,10,2014,0,"1 787 928,00 €"
339,5,0,75010,7,2012,1,"3 265 926,00 €"
284,8,1,75015,7,2002,0,"3 969 184,00 €"
350,4,0,75010,9,2020,1,"4 005 050,00 €"
22,1,1,75015,7,1994,0,"320 914,00 €"
304,7,1,75014,7,2019,0,"3 482 320,00 €"
74,5,0,75002,6,1992,0,"723 720,00 €"
119,7,1,75018,8,2020,0,"1 376 830,00 €"
26,2,0,75011,3,2002,0,"303 628,00 €"
299,7,0,75003,4,2009,0,"4 468 555,00 €"
333,5,1,75014,6,2021,1,"3 105 558,00 €"
89,3,0,75006,1,2005,1,"1 311 682,00 €"
136,8,1,75010,8,2021,0,"2 036 056,00 €"
302,6,1,75014,2,2007,1,"4 199 310,00 €"
34,2,0,75003,8,2012,0,"476 918,00 €"
240,4,1,75014,1,2018,1,"2 156 400,00 €"
184,9,0,75006,2,2013,0,"1 977 632,00 €"
198,10,0,75011,2,1995,1,"2 423 916,00 €"
337,9,1,75005,6,2013,1,"2 973 351,00 €"
82,3,0,75010,3,1992,0,"1 121 514,00 €"
79,5,0,75005,9,2010,1,"1 177 890,00 €"
106,5,1,75020,10,2002,1,"1 358 602,00 €"
86,3,0,75015,4,2011,1,"1 270 392,00 €"
301,6,0,75014,7,2012,0,"3 232 439,00 €"
256,8,0,75002,2,2005,1,"3 793 152,00 €"
221,5,1,75003,8,2019,1,"3 056 872,00 €"
113,4,1,75015,4,2002,1,"1 167 290,00 €"
145,5,0,75007,2,2018,1,"1 268 460,00 €"
277,9,0,75012,8,2009,1,"4 103 201,00 €"
76,4,1,75019,10,2010,0,"717 668,00 €"
52,3,0,75011,8,2011,0,"683 540,00 €"
310,5,0,75015,4,2020,0,"2 950 270,00 €"
350,4,1,75016,2,2006,1,"4 963 700,00 €"
264,10,0,75019,9,2016,1,"3 117 048,00 €"
161,6,0,75011,4,1990,1,"1 824 130,00 €"
32,2,1,75011,9,2021,1,"432 032,00 €"
99,10,1,75002,9,2003,0,"1 191 069,00 €"
265,4,0,75004,5,2013,1,"3 846 475,00 €"
175,9,1,75017,4,2018,0,"2 569 175,00 €"
275,6,1,75003,8,1992,0,"2 856 700,00 €"
230,6,0,75010,3,1990,1,"2 116 230,00 €"
76,4,0,75017,4,2013,0,"873 696,00 €"
291,9,0,75020,4,2016,1,"3 197 799,00 €"
185,5,1,75006,3,2018,0,"2 328 040,00 €"
163,4,0,75004,5,1992,0,"1 761 378,00 €"
336,5,0,75002,8,1999,1,"3 738 672,00 €"
52,3,1,75018,2,1996,0,"759 980,00 €"
150,4,1,75012,2,2015,1,"2 188 200,00 €"
198,10,1,75001,3,2014,1,"2 569 248,00 €"
137,7,1,75008,6,1992,0,"1 347 121,00 €"
154,9,1,75005,4,1995,1,"2 098 404,00 €"
174,9,0,75017,10,1992,1,"2 311 242,00 €"
72,3,0,75001,4,2004,1,"678 600,00 €"
195,5,0,75002,5,2004,0,"2 771 340,00 €"
100,8,0,75017,5,2012,1,"929 000,00 €"
111,5,1,75016,2,1997,1,"1 320 900,00 €"
121,4,1,75014,10,2007,1,"1 504 877,00 €"
118,7,1,75017,4,2010,1,"1 123 832,00 €"
336,7,1,75013,1,2013,1,"4 190 928,00 €"
292,10,1,75017,7,1996,1,"3 769 136,00 €"
39,1,0,75001,5,2001,0,"578 253,00 €"
229,9,0,75004,4,1992,1,"2 605 333,00 €"
303,6,1,75016,9,2015,1,"3 063 330,00 €"
67,3,1,75013,7,1993,1,"850 230,00 €"
141,5,1,75010,9,1994,1,"2 086 659,00 €"
141,5,1,75006,4,2012,0,"1 372 353,00 €"
90,5,1,75014,5,2013,0,"1 212 030,00 €"
300,8,0,75016,5,2014,1,"2 880 900,00 €"
324,4,1,75016,7,2009,1,"3 614 544,00 €"
110,6,0,75001,8,1990,1,"1 517 010,00 €"
278,6,1,75019,4,2002,0,"3 242 036,00 €"
40,1,1,75014,1,2018,0,"548 400,00 €"
343,5,1,75018,6,2002,0,"3 774 372,00 €"
200,5,1,75018,2,1996,0,"2 936 400,00 €"
125,7,0,75018,5,1998,0,"1 080 750,00 €"
294,10,0,75010,2,1991,1,"4 187 442,00 €"
156,9,0,75006,4,1994,1,"1 314 300,00 €"
191,8,1,75003,4,1997,0,"2 252 081,00 €"
194,6,0,75012,3,2018,1,"2 434 894,00 €"
151,10,0,75002,4,2014,0,"1 698 599,00 €"
87,4,0,75005,2,1996,0,"1 117 080,00 €"
162,5,1,75014,8,2018,0,"1 744 254,00 €"
62,5,0,75008,7,1990,1,"520 986,00 €"
178,4,1,75001,4,1993,0,"1 687 796,00 €"
154,6,0,75001,4,1994,0,"1 333 178,00 €"
301,9,1,75011,1,2012,0,"4 334 400,00 €"
154,7,0,75004,7,2007,0,"1 676 598,00 €"
25,1,0,75019,2,2006,1,"295 850,00 €"
104,5,0,75014,1,1990,1,"1 230 632,00 €"
155,7,1,75006,6,2009,1,"1 504 740,00 €"
149,6,1,75011,4,1996,0,"1 857 434,00 €"
227,5,0,75012,8,2016,0,"3 389 110,00 €"
165,6,1,75013,5,2009,0,"2 043 525,00 €"
150,9,1,75016,7,1999,1,"1 547 400,00 €"
22,2,1,75015,10,2000,1,"225 412,00 €"
176,7,1,75010,8,2005,0,"2 139 632,00 €"
255,5,0,75013,8,1991,1,"3 396 090,00 €"
300,7,0,75015,1,2010,1,"3 786 000,00 €"
314,5,0,75007,8,1990,1,"3 876 644,00 €"
43,1,1,75016,5,2010,1,"421 744,00 €"
335,5,0,75019,9,2003,0,"3 947 305,00 €"
279,9,0,75014,8,1997,0,"3 647 925,00 €"
142,7,1,75013,1,1996,0,"2 010 294,00 €"
30,2,1,75002,4,2020,0,"418 080,00 €"
201,7,0,75019,8,2018,1,"2 065 074,00 €"
94,9,0,75002,2,2014,1,"846 846,00 €"
350,7,0,75007,9,1995,1,"4 915 750,00 €"
234,5,1,75010,7,1993,1,"3 266 874,00 €"
141,5,0,75003,2,2006,0,"1 521 390,00 €"
315,8,0,75006,2,2016,0,"3 604 230,00 €"
134,5,1,75020,8,2006,1,"1 155 750,00 €"
293,4,1,75016,7,2004,1,"2 663 370,00 €"
30,2,1,75010,2,1990,1,"421 020,00 €"
187,5,1,75009,8,2005,1,"2 642 310,00 €"
119,6,0,75003,9,1992,0,"1 433 117,00 €"
277,10,1,75018,5,2016,1,"2 573 053,00 €"
60,5,1,75013,3,2011,1,"517 260,00 €"
265,9,0,75013,6,2004,0,"2 870 215,00 €"
330,9,0,75009,9,2006,0,"4 312 110,00 €"
184,7,1,75011,6,1996,1,"1 991 800,00 €"
293,7,0,75011,6,2010,1,"2 858 801,00 €"
107,9,1,75002,1,2014,1,"1 192 515,00 €"
74,4,1,75013,9,1997,0,"907 684,00 €"
68,4,1,75003,1,2013,1,"840 684,00 €"
103,4,0,75010,4,1995,0,"1 041 433,00 €"
100,8,0,75017,9,2016,0,"991 900,00 €"
242,6,0,75016,4,2013,1,"2 671 922,00 €"
41,2,0,75015,4,2010,1,"406 597,00 €"
321,5,0,75016,5,2000,0,"3 167 307,00 €"
109,5,1,75020,3,2008,1,"1 031 903,00 €"
177,6,1,75002,3,1998,0,"2 116 389,00 €"
106,5,0,75016,10,2018,0,"1 060 000,00 €"
65,3,1,75003,9,2006,0,"596 895,00 €"
236,4,0,75011,3,2019,0,"2 154 916,00 €"
103,9,1,75013,5,1990,1,"973 762,00 €"
337,7,0,75009,3,2008,0,"4 816 741,00 €"
83,4,1,75020,10,2000,0,"883 950,00 €"
212,5,0,75008,6,2002,0,"2 080 992,00 €"
308,10,0,75003,5,2002,0,"3 402 476,00 €"
341,4,1,75014,4,2010,1,"4 243 745,00 €"
173,5,0,75015,6,2002,1,"2 112 676,00 €"
305,8,1,75015,5,2002,0,"3 262 585,00 €"
51,4,0,75012,3,2006,0,"742 254,00 €"
142,8,0,75019,1,1997,0,"2 113 812,00 €"
299,8,0,75018,9,2003,0,"2 604 589,00 €"
147,8,0,75013,8,1995,0,"1 683 738,00 €"
91,8,0,75011,8,1995,0,"1 132 768,00 €"
118,8,0,75007,7,1995,0,"1 398 654,00 €"
202,6,1,75020,9,1998,1,"2 271 490,00 €"
317,9,0,75004,6,2015,1,"3 557 057,00 €"
164,5,1,75004,4,2016,1,"1 910 436,00 €"
161,5,0,75011,2,1993,1,"2 057 580,00 €"
280,4,1,75016,8,2005,0,"3 134 320,00 €"
41,1,0,75014,2,2014,0,"567 891,00 €"
75,4,1,75010,7,2014,1,"747 375,00 €"
52,4,0,75015,7,1998,0,"603 512,00 €"
221,8,0,75004,10,1995,1,"2 246 465,00 €"
115,7,0,75015,3,2006,0,"1 056 505,00 €"
67,4,0,75003,7,2011,0,"723 198,00 €"
291,7,1,75016,6,2010,1,"3 870 882,00 €"
300,7,1,75013,6,2018,0,"4 483 800,00 €"
123,8,0,75019,5,2013,0,"1 591 005,00 €"
24,1,0,75019,9,2012,0,"248 568,00 €"
155,9,0,75008,9,1996,1,"1 529 230,00 €"
201,6,0,75016,6,1996,1,"2 103 666,00 €"
59,3,0,75002,10,2020,1,"698 619,00 €"
169,7,0,75019,8,2003,0,"1 871 337,00 €"
302,6,0,75002,10,1993,0,"3 983 078,00 €"
183,6,1,75015,9,1998,0,"1 947 669,00 €"
88,5,0,75010,1,2003,1,"1 186 680,00 €"
83,5,0,75015,2,2016,1,"1 023 473,00 €"
186,10,1,75013,8,2012,0,"2 566 800,00 €"
153,7,1,75005,2,2008,0,"1 559 682,00 €"
344,5,0,75020,8,1997,1,"4 936 744,00 €"
80,5,1,75019,2,1992,1,"672 720,00 €"
63,5,1,75014,7,1990,0,"540 918,00 €"
96,5,1,75009,7,2017,1,"975 360,00 €"
209,4,1,75010,4,2017,1,"3 114 309,00 €"
75,4,1,75010,8,2006,0,"907 650,00 €"
30,2,1,75013,9,1997,0,"322 710,00 €"
186,10,1,75005,8,2020,1,"2 208 006,00 €"
56,3,0,75004,6,1999,1,"650 328,00 €"
96,5,0,75020,3,2019,1,"811 680,00 €"
104,9,0,75005,7,2012,1,"1 426 152,00 €"
339,8,1,75015,8,1994,1,"3 827 310,00 €"
56,5,1,75017,1,1991,1,"472 752,00 €"
198,6,1,75014,5,2004,1,"2 854 566,00 €"
270,9,1,75002,7,1998,1,"2 475 090,00 €"
342,5,1,75003,2,2014,1,"3 562 614,00 €"
164,4,0,75019,6,2012,0,"2 016 872,00 €"
135,9,1,75007,9,1997,0,"1 940 895,00 €"
123,10,0,75012,8,1996,0,"1 109 829,00 €"
350,5,0,75014,6,2017,0,"4 763 500,00 €"
29,1,0,75002,9,2015,0,"360 992,00 €"
207,5,1,75015,2,2017,1,"2 020 320,00 €"
261,6,1,75016,2,2002,0,"3 321 486,00 €"
77,5,0,75016,5,1997,0,"1 000 846,00 €"
126,10,1,75007,3,2001,0,"1 662 066,00 €"
194,9,1,75010,8,2007,1,"2 673 126,00 €"
25,1,1,75007,8,2011,1,"250 600,00 €"
172,10,1,75020,10,2010,0,"1 631 420,00 €"
90,5,1,75014,3,2014,0,"784 530,00 €"
194,5,1,75005,2,2003,0,"2 355 354,00 €"
338,10,0,75001,7,2000,1,"3 690 284,00 €"
60,5,1,75012,4,2011,0,"739 380,00 €"
84,5,0,75020,2,1995,1,"1 035 720,00 €"
179,7,1,75004,10,2009,0,"1 880 753,00 €"
262,6,1,75018,1,1994,1,"3 638 394,00 €"
109,9,1,75018,6,2001,1,"1 582 789,00 €"
76,5,1,75011,7,2019,1,"1 101 848,00 €"
203,10,1,75009,2,2006,1,"1 883 637,00 €"
327,9,1,75016,3,2014,1,"3 653 244,00 €"
58,5,1,75008,5,2008,1,"859 096,00 €"
165,8,1,75005,4,2014,0,"1 501 005,00 €"
38,2,0,75008,4,2015,1,"382 204,00 €"
297,6,1,75010,1,2004,0,"3 467 475,00 €"
25,2,0,75004,3,1990,0,"298 575,00 €"
98,7,1,75011,2,2013,0,"1 111 418,00 €"
299,7,0,75005,7,2014,0,"2 602 795,00 €"
163,10,1,75003,5,1999,1,"2 311 829,00 €"
348,4,1,75009,8,2016,1,"3 080 844,00 €"
67,3,0,75004,2,2021,1,"916 560,00 €"
205,8,0,75016,1,2000,0,"2 916 740,00 €"
43,2,0,75002,4,2001,1,"492 909,00 €"
118,8,1,75001,2,2014,1,"1 242 068,00 €"
301,9,1,75015,5,2006,1,"4 442 158,00 €"
172,10,0,75019,6,2001,0,"1 456 668,00 €"
250,6,0,75009,7,2021,0,"3 450 250,00 €"
280,6,1,75006,1,2006,0,"3 047 800,00 €"
217,5,0,75015,10,2020,1,"2 326 023,00 €"
136,8,0,75015,10,2013,0,"1 311 992,00 €"
301,6,0,75003,7,2019,1,"3 807 349,00 €"
158,8,0,75009,3,2017,0,"2 314 068,00 €"
297,8,1,75018,8,2002,1,"2 750 517,00 €"
39,2,0,75014,4,1991,0,"518 115,00 €"
247,5,1,75016,9,2017,0,"2 993 393,00 €"
262,6,1,75005,6,1996,1,"3 092 910,00 €"
254,9,1,75010,9,2008,0,"2 158 238,00 €"
70,3,1,75014,8,2020,1,"639 100,00 €"
258,8,1,75010,1,1998,0,"3 107 352,00 €"
192,9,1,75006,2,2001,1,"1 988 928,00 €"
23,1,0,75009,4,2013,1,"221 352,00 €"
102,10,0,75018,6,1992,0,"1 418 922,00 €"
37,2,1,75016,6,1996,0,"335 035,00 €"
299,7,1,75005,9,2013,0,"3 273 153,00 €"
232,7,0,75010,2,1995,0,"2 222 792,00 €"
326,8,1,75001,6,2017,0,"4 880 546,00 €"
149,10,1,75001,10,2005,0,"1 749 111,00 €"
181,6,1,75005,5,2001,0,"2 467 211,00 €"
194,7,1,75006,10,2021,1,"1 787 322,00 €"
190,6,0,75011,4,1993,1,"2 712 250,00 €"
86,5,1,75008,10,2018,1,"1 133 222,00 €"
201,4,1,75015,6,2009,1,"1 939 047,00 €"
145,9,1,75002,8,2019,1,"1 615 590,00 €"
136,4,1,75012,9,2017,1,"1 716 048,00 €"
39,2,1,75010,6,2018,1,"531 258,00 €"
94,5,0,75005,1,2018,1,"1 002 698,00 €"
305,5,1,75002,8,1994,0,"4 133 360,00 €"
278,5,1,75012,3,2015,0,"3 965 948,00 €"
126,10,1,75013,8,2009,1,"1 253 196,00 €"
54,4,0,75015,6,2008,1,"523 692,00 €"
31,2,1,75001,1,2014,1,"396 831,00 €"
63,4,1,75018,3,1996,1,"780 444,00 €"
328,9,1,75004,10,2012,1,"4 416 848,00 €"
84,3,1,75016,4,2016,0,"956 172,00 €"
105,10,0,75012,4,2013,1,"953 610,00 €"
61,4,1,75010,6,2006,0,"584 746,00 €"
176,9,1,75001,7,2021,1,"1 765 984,00 €"
261,8,0,75009,10,1992,0,"2 833 677,00 €"
46,2,0,75009,1,2020,0,"529 276,00 €"
263,10,0,75004,5,2001,1,"3 501 056,00 €"
76,5,1,75001,3,1993,0,"695 476,00 €"
97,5,0,75012,1,2007,1,"939 736,00 €"
37,1,0,75014,3,1999,1,"338 365,00 €"
96,10,0,75018,7,2010,1,"1 179 840,00 €"
349,8,1,75018,9,2021,1,"4 049 098,00 €"
264,8,1,75010,5,2001,0,"2 582 976,00 €"
295,5,1,75016,8,1996,0,"3 185 410,00 €"
122,5,0,75017,4,2001,1,"1 108 858,00 €"
244,4,0,75003,3,2012,1,"3 130 520,00 €"
48,2,0,75016,10,2003,0,"427 104,00 €"
110,5,0,75005,1,1990,0,"1 174 140,00 €"
190,9,1,75009,7,1992,1,"2 185 380,00 €"
302,10,1,75004,8,1997,1,"2 741 254,00 €"
52,5,1,75015,1,2018,0,"575 692,00 €"
311,9,0,75010,4,2014,1,"4 371 727,00 €"
289,6,1,75020,10,2016,0,"3 627 817,00 €"
164,5,1,75003,10,1994,1,"2 019 332,00 €"
78,3,0,75017,9,2016,1,"1 158 612,00 €"
122,9,0,75015,1,1994,0,"1 649 318,00 €"
55,3,0,75002,5,2009,1,"728 640,00 €"
245,7,1,75009,8,2012,1,"2 700 635,00 €"
65,5,0,75003,7,2010,0,"640 315,00 €"
107,5,1,75010,9,1991,0,"1 347 772,00 €"
245,6,0,75015,5,2019,1,"2 624 195,00 €"
125,7,1,75020,2,1999,0,"1 674 125,00 €"
191,7,0,75003,4,1997,0,"2 513 751,00 €"
241,4,1,75018,7,1992,1,"2 839 221,00 €"
38,2,1,75004,7,2011,1,"364 040,00 €"
241,5,1,75020,8,1991,0,"2 784 032,00 €"
158,5,1,75012,3,2005,0,"2 014 500,00 €"
214,9,0,75020,3,1995,0,"3 018 256,00 €"
182,4,0,75003,1,2013,0,"2 705 976,00 €"
209,4,0,75015,6,1994,0,"2 644 477,00 €"
296,7,1,75016,9,2013,0,"4 333 440,00 €"
30,2,1,75016,6,2014,0,"401 880,00 €"
163,4,1,75017,1,1990,0,"2 059 994,00 €"
193,4,0,75009,2,2005,0,"2 537 564,00 €"
334,8,0,75004,2,2021,1,"4 593 502,00 €"
159,6,1,75001,4,2014,0,"2 127 420,00 €"
185,7,1,75001,7,1999,1,"1 663 150,00 €"
166,4,0,75008,7,2015,1,"1 561 396,00 €"
96,10,0,75014,9,1996,0,"1 007 040,00 €"
74,4,1,75003,4,2012,1,"1 023 790,00 €"
113,7,0,75014,7,2001,0,"1 550 360,00 €"
63,3,0,75008,7,2001,0,"571 662,00 €"
96,8,1,75010,8,2018,1,"1 426 944,00 €"
228,7,1,75014,1,2001,1,"3 097 608,00 €"
27,2,0,75009,9,1998,0,"278 829,00 €"
204,5,0,75003,9,1992,1,"1 755 828,00 €"
34,2,1,75013,10,1992,0,"352 104,00 €"
146,9,0,75005,1,2019,1,"1 438 538,00 €"
190,5,0,75008,2,1996,0,"2 453 850,00 €"
255,4,0,75001,1,2009,1,"3 398 640,00 €"
303,9,1,75019,1,2016,0,"3 463 290,00 €"
190,7,0,75009,5,2000,1,"1 869 220,00 €"
334,9,0,75009,4,2002,0,"3 053 428,00 €"
56,4,0,75013,4,2020,0,"810 040,00 €"
251,5,0,75009,8,1998,0,"3 689 951,00 €"
225,5,0,75017,3,1992,1,"1 996 425,00 €"
83,4,1,75009,3,2012,1,"752 561,00 €"
194,7,0,75008,3,1996,1,"1 939 612,00 €"
229,9,0,75017,8,2007,0,"2 036 268,00 €"
300,8,1,75007,2,2017,0,"4 105 500,00 €"
345,9,1,75001,9,2006,0,"3 958 185,00 €"
337,7,0,75019,9,2008,0,"3 207 229,00 €"
238,7,1,75011,5,2006,1,"2 899 316,00 €"
131,10,0,75007,7,2020,1,"1 443 489,00 €"
310,8,1,75013,3,2008,0,"4 066 580,00 €"
182,8,0,75005,1,2016,1,"2 241 694,00 €"
179,10,0,75013,4,2012,0,"2 498 840,00 €"
109,4,1,75014,3,2004,0,"1 501 148,00 €"
117,9,1,75020,2,2016,0,"1 692 990,00 €"
52,3,1,75020,5,2010,1,"759 044,00 €"
299,8,1,75016,2,2018,0,"2 551 367,00 €"
269,6,1,75019,7,2013,0,"2 284 886,00 €"
319,8,0,75008,5,2014,1,"3 474 867,00 €"
85,4,1,75007,3,2015,0,"1 202 070,00 €"
186,5,0,75003,8,2020,0,"2 016 798,00 €"
214,6,1,75009,5,2009,0,"2 987 012,00 €"
263,5,1,75009,2,2015,1,"2 506 653,00 €"
91,5,1,75001,1,2018,1,"903 266,00 €"
50,1,0,75016,7,2005,1,"466 800,00 €"
88,3,0,75008,2,1999,0,"793 496,00 €"
287,8,1,75016,3,2015,1,"4 105 535,00 €"
96,5,1,75003,7,1993,0,"1 369 440,00 €"
36,2,0,75007,10,2015,1,"506 412,00 €"
316,9,1,75019,7,2020,0,"4 574 732,00 €"
283,7,1,75002,10,1998,1,"3 140 451,00 €"
110,10,0,75004,4,1997,1,"1 550 450,00 €"
195,9,0,75011,2,2016,1,"2 475 330,00 €"
216,8,1,75012,1,1990,1,"2 701 944,00 €"
94,4,0,75006,2,1998,0,"1 081 752,00 €"
283,4,0,75017,7,2001,1,"3 334 023,00 €"
240,9,1,75001,8,2019,1,"3 307 200,00 €"
240,6,0,75004,4,2020,1,"3 527 040,00 €"
322,7,1,75006,6,2015,1,"3 734 556,00 €"
109,7,1,75006,8,1995,1,"1 314 213,00 €"
324,6,1,75008,7,2004,0,"3 270 780,00 €"
71,5,1,75019,1,1998,0,"742 092,00 €"
31,1,0,75015,8,2015,1,"343 790,00 €"
20,1,0,75005,7,2020,1,"220 500,00 €"
85,5,0,75001,9,2002,0,"1 189 745,00 €"
66,5,1,75013,5,2000,0,"791 934,00 €"
309,6,0,75020,6,2007,0,"2 761 842,00 €"
242,5,1,75020,5,2010,1,"2 995 234,00 €"
147,10,0,75015,10,1999,1,"1 260 231,00 €"
70,5,0,75003,10,2019,1,"909 720,00 €"
204,4,0,75005,9,2005,1,"2 844 576,00 €"
133,7,1,75019,7,2004,0,"1 355 802,00 €"
184,9,0,75005,9,2007,0,"1 725 000,00 €"
245,9,1,75010,2,2008,1,"3 087 490,00 €"
144,5,1,75008,6,2010,1,"1 484 352,00 €"
73,4,0,75013,2,2015,0,"1 021 124,00 €"
35,2,0,75012,3,1994,1,"341 180,00 €"
65,3,1,75020,2,2004,1,"750 945,00 €"
29,1,1,75015,2,2002,0,"353 307,00 €"
93,8,0,75013,1,1993,1,"825 096,00 €"
179,10,0,75017,5,2011,0,"2 124 551,00 €"
340,10,1,75017,3,2001,0,"4 204 100,00 €"
24,1,1,75013,2,2004,0,"244 584,00 €"
249,8,1,75002,10,2011,0,"3 531 318,00 €"
171,5,1,75004,10,2019,0,"2 558 502,00 €"
293,7,1,75015,9,2000,0,"3 119 571,00 €"
260,7,0,75014,6,1991,0,"2 724 020,00 €"
203,6,0,75001,3,2021,0,"2 410 828,00 €"
175,5,0,75015,8,1997,1,"1 605 625,00 €"
69,3,0,75002,8,2020,0,"889 548,00 €"
91,7,0,75008,2,1994,1,"1 336 244,00 €"
348,6,1,75010,4,2010,1,"4 522 608,00 €"
331,4,1,75012,2,2021,1,"2 843 952,00 €"
308,6,0,75017,8,2006,0,"4 206 356,00 €"
167,8,1,75001,10,2012,0,"2 343 511,00 €"
286,9,0,75007,3,2009,1,"2 439 294,00 €"
50,1,0,75016,8,1996,0,"459 200,00 €"
129,4,0,75010,6,2011,0,"1 868 049,00 €"
335,9,0,75007,3,2005,1,"4 778 440,00 €"
346,9,0,75019,3,2020,1,"3 600 130,00 €"
68,5,1,75004,10,2004,0,"806 276,00 €"
350,4,0,75001,10,2006,1,"4 801 650,00 €"
75,3,1,75001,7,2002,1,"1 119 075,00 €"
339,7,1,75002,2,1990,1,"4 645 317,00 €"
69,3,1,75012,10,2014,0,"654 327,00 €"
31,1,0,75002,9,1990,0,"462 613,00 €"
94,8,1,75016,3,2005,0,"1 264 864,00 €"
295,9,1,75008,7,2004,0,"4 189 590,00 €"
166,5,0,75019,7,1995,1,"1 772 880,00 €"
102,9,0,75014,4,1992,0,"993 582,00 €"
80,3,1,75003,1,2003,1,"806 080,00 €"
141,6,1,75014,2,1990,0,"2 030 964,00 €"
102,6,1,75006,10,2015,0,"999 702,00 €"
192,7,0,75020,1,1994,0,"2 267 136,00 €"
217,6,1,75004,3,2008,1,"2 087 106,00 €"
181,9,1,75020,7,2008,0,"2 183 584,00 €"
350,9,1,75008,7,1994,0,"4 081 000,00 €"
151,5,0,75016,3,2017,1,"1 460 925,00 €"
342,6,0,75004,4,2012,1,"4 568 094,00 €"
127,4,1,75002,2,2015,1,"1 341 882,00 €"
55,5,0,75015,8,2002,0,"481 470,00 €"
43,2,1,75011,10,1996,0,"612 234,00 €"
148,7,0,75017,6,1990,0,"1 890 700,00 €"
27,2,1,75013,9,1990,0,"399 303,00 €"
228,8,0,75014,4,1993,0,"3 007 092,00 €"
255,6,1,75020,6,2019,0,"2 883 540,00 €"
213,9,0,75009,1,2000,1,"2 661 435,00 €"
337,9,0,75010,3,2010,1,"3 481 884,00 €"
280,10,0,75003,4,1993,1,"3 830 960,00 €"
230,5,0,75014,4,1999,1,"2 783 920,00 €"
84,4,0,75011,8,2017,0,"727 692,00 €"
54,4,1,75017,4,1997,1,"469 908,00 €"
279,6,0,75008,6,2000,0,"2 919 456,00 €"
232,7,0,75009,8,1992,0,"2 744 560,00 €"
140,6,0,75015,10,1997,1,"2 076 340,00 €"
281,4,1,75009,7,1993,0,"3 753 879,00 €"
124,7,0,75020,8,2001,0,"1 837 308,00 €"
175,9,1,75001,3,2014,1,"1 948 275,00 €"
313,10,0,75010,2,2001,0,"4 065 557,00 €"
142,10,0,75012,7,2005,1,"1 890 588,00 €"
100,9,0,75015,10,2016,0,"955 300,00 €"
61,5,1,75007,4,1998,0,"812 032,00 €"
102,9,0,75014,10,2014,0,"1 077 426,00 €"
296,5,0,75016,6,1997,1,"3 180 520,00 €"
165,4,0,75011,10,2010,0,"1 435 995,00 €"
229,4,0,75015,5,2010,0,"2 873 721,00 €"
112,5,1,75010,3,2020,1,"1 137 696,00 €"
212,7,1,75015,3,1998,1,"2 740 948,00 €"
153,6,0,75001,7,1992,1,"2 163 267,00 €"
201,4,1,75018,5,2006,0,"2 549 886,00 €"
347,6,0,75016,8,2002,0,"4 821 565,00 €"
152,10,1,75010,6,1992,1,"1 828 256,00 €"
166,6,0,75012,10,2006,1,"2 024 536,00 €"
