index,customerID,CustomerTitle,CustomerAge,Came_from_Paid_Acquisition?,# Months since first Purchase,InternetService,Has contacted CS,Has_MK_TV_Service?,PaymentMethod,LastPurchaseAmount,TotalPurchaseAmount,Churn
1384,4704-ERYFC,Mr,64,Yes,22.0,,No,No,Bank transfer (automatic),69.25,1554,Yes
1385,9432-RUVSL,Mr,67,No,48.0,,Yes,Yes,Credit card,102.5,4904.25,No
1386,8060-HIWJJ,Mr,69,No,64.0,,Yes,Yes,Bank transfer (automatic),86.55,5632.55,No
1387,7684-XSZIY,Mr,44,Yes,72.0,,No,No,Credit card,24.3,1643.25,No
1388,9089-UOWJG,Mr,56,Yes,12.0,,No,Yes,PayPal,58.35,740.55,No
1389,8621-MNIHH,Mr,65,Yes,34.0,,No,No,Credit card,94.25,3217.55,Yes
1390,8039-ACLPL,Mr,52,Yes,72.0,,No,No,Credit card,68.75,4888.2,No
1391,9885-AIBVB,Mrs,61,Yes,29.0,,No,No,Credit card,85.8,2440.25,No
1392,1934-MKPXS,Mrs,51,Yes,33.0,,No,No,Bank transfer (automatic),20.1,620.55,No
1393,2592-YKDIF,Mr,54,No,1.0,,No,No,Credit card,20.35,20.35,No
1394,2272-JKMSI,Mrs,57,Yes,62.0,,Yes,Yes,Credit card,110.8,6840.95,No
1395,0471-LVHGK,Mr,69,Yes,41.0,,No,Yes,Credit card,73.0,3001.2,Yes
1396,9518-RWHZL,Mrs,42,No,64.0,,No,Yes,Credit card,100.05,6254.2,Yes
1397,8714-CTZJW,Mr,51,No,4.0,,No,No,Bank transfer (automatic),82.85,319.6,No
1398,3569-EDBPQ,Mr,58,No,24.0,,Yes,No,Credit card,84.35,1938.05,No
1399,3131-NWVFJ,Mrs,121,Yes,14.0,,No,No,,19.55,294.5,No
1400,7521-YXVZY,Mr,46,No,3.0,,No,No,Credit card,19.95,58.3,No
1401,5419-CONWX,Mr,63,No,4.0,,No,Yes,Credit card,99.8,442.85,Yes
1402,6240-EURKS,Mrs,0,No,18.0,,No,No,Credit card,35.0,553,Yes
1403,2373-NTKOD,Mrs,47,No,8.0,,No,Yes,Credit card,66.25,546.45,No
1404,1970-KKFWL,Mrs,53,No,35.0,,No,No,Credit card,23.3,797.1,No
1405,6960-HVYXR,Mr,55,No,1.0,,No,No,Credit card,76.0,76,Yes
1406,9337-SRRNI,Mr,69,No,66.0,,No,No,Credit card,25.3,1673.8,No
1407,0895-UADGO,Mr,68,No,8.0,,Yes,No,Bank transfer (automatic),44.55,343.45,No
1408,5678-VFNEQ,Mrs,61,Yes,71.0,,No,Yes,PayPal,104.1,7412.25,No
1409,5977-CKHON,Mrs,55,Yes,43.0,,No,No,Credit card,92.55,4039,No
1410,7024-OHCCK,Mrs,59,No,2.0,,No,Yes,Credit card,93.85,170.85,Yes
1411,2692-BUCFV,Mr,51,No,29.0,,No,Yes,Bank transfer (automatic),101.45,2948.6,No
1412,7861-UVUFT,Mrs,62,Yes,15.0,,No,Yes,Credit card,84.3,1308.4,Yes
1413,1830-GGFNM,Mr,67,Yes,65.0,,Yes,No,Credit card,94.55,6078.75,No
1414,5302-BDJNT,Mr,70,No,35.0,,Yes,Yes,Bank transfer (automatic),95.5,3418.2,No
1415,5223-UZAVK,Mr,52,No,64.0,,No,Yes,Credit card,100.3,6603.8,No
1416,4859-ZSRDZ,Ms,47,Yes,58.0,,Yes,Yes,PayPal,55.5,3166.9,No
1417,5651-WYIPH,Mr,71,No,18.0,,No,No,Credit card,49.85,865.75,No
1418,9350-VLHMB,Ms,60,Yes,67.0,Fiber optic,No,No,Credit card,89.55,6373.1,No
1419,3498-LZGQZ,Mr,63,Yes,63.0,,No,No,Credit card,19.15,1177.05,No
1420,8785-CJSHH,Mr,65,Yes,60.0,,No,Yes,Credit card,99.8,5985.75,No
1421,5357-TZHPP,,57,No,9.0,,No,No,Bank transfer (automatic),84.4,732.5,Yes
1422,3870-SPZSI,Mrs,61,Yes,70.0,,Yes,Yes,Credit card,113.05,7869.05,No
1423,0680-DFNNY,,56,Yes,15.0,DSL,No,Yes,PayPal,101.1,1504.05,Yes
1424,7560-QRBXH,Mr,71,No,48.0,,No,No,Credit card,19.95,936.7,No
1425,7077-XJMET,Ms,60,Yes,12.0,,Yes,Yes,Credit card,74.15,741.4,No
1426,8752-GHJFU,Ms,51,Yes,71.0,,Yes,No,Credit card,92.0,6585.2,No
1427,6896-SRVYQ,Mrs,63,No,44.0,,No,No,Credit card,73.85,3122.4,No
1428,7767-UXAGJ,Mrs,121,No,1.0,,No,No,PayPal,50.45,50.45,Yes
1429,4652-ODEVH,,59,Yes,45.0,,No,No,Credit card,24.45,1088.25,No
1430,6510-UPNKS,Mrs,70,No,23.0,,No,No,Credit card,24.8,615.35,No
1431,6718-BDGHG,Mr,71,Yes,43.0,,Yes,Yes,Credit card,64.85,2908.2,No
1432,9046-DQMTP,Mrs,67,No,35.0,,No,No,Credit card,20.75,739.9,No
1433,6439-LAJXL,Mrs,48,Yes,9.0,,Yes,Yes,Credit card,68.95,593.85,No
1434,1571-SAVHK,Mr,58,No,12.0,,Yes,Yes,Credit card,99.95,1132.75,Yes
1435,9052-VKDUW,Mr,70,Yes,65.0,,No,Yes,Bank transfer (automatic),109.4,7227.45,No
1436,9546-CQJSU,Mr,57,No,2.0,,No,Yes,Credit card,91.4,193.6,Yes
1437,1666-JZPZT,Mrs,55,No,27.0,,No,No,Credit card,49.0,1291.35,No
1438,5777-KJIRB,Mr,59,No,40.0,,No,No,Credit card,50.25,2023.55,No
1439,0506-LVNGN,Mr,50,No,5.0,,No,No,,75.55,349.65,Yes
1440,7677-SJJJK,Mrs,70,Yes,8.0,,No,No,Bank transfer (automatic),19.9,153.95,No
1441,2480-EJWYP,Mr,61,Yes,58.0,,No,Yes,Credit card,97.8,5458.8,No
1442,3253-HKOKL,Mr,48,Yes,52.0,,No,Yes,Credit card,100.3,5244.45,No
1443,7055-HNEOJ,Mr,51,Yes,3.0,,Yes,No,Credit card,55.8,154.55,No
1444,5514-YQENT,Mr,60,No,41.0,,Yes,Yes,Credit card,111.15,4507.15,No
1445,3211-AAPKX,Mr,51,No,20.0,,Yes,Yes,PayPal,98.55,2031.95,No
1446,8445-DNBAE,Mr,121,No,1.0,,No,No,PayPal,50.05,50.05,No
1447,2951-QOQTK,Mr,71,No,4.0,,Yes,No,Credit card,80.8,332.45,Yes
1448,2958-NHPPS,Mrs,44,No,23.0,,No,No,Bank transfer (automatic),20.85,473.9,No
1449,6806-YDEUL,Mrs,53,No,6.0,,No,No,PayPal,19.5,106.8,No
1450,1735-XMJVH,Ms,45,Yes,8.0,,No,No,Credit card,19.35,152.6,No
1451,6890-PFRQX,Mr,67,No,18.0,,No,Yes,Credit card,69.5,1199.4,No
1452,0222-CNVPT,Mr,61,No,52.0,,No,Yes,Credit card,48.8,2555.05,No
1453,5899-OUVKV,Mrs,56,No,31.0,,No,Yes,Credit card,94.5,2979.2,No
1454,8681-ICONS,Mrs,60,Yes,29.0,,No,No,Credit card,20.65,654.85,No
1455,1621-YNCJH,Mr,62,Yes,36.0,,Yes,No,Bank transfer (automatic),106.05,3834.4,No
1456,3473-XIIIT,,65,Yes,16.0,,No,Yes,Credit card,100.0,1534.75,Yes
1457,6362-QHAFM,Ms,62,Yes,42.0,,Yes,Yes,Credit card,108.3,4586.15,No
1458,7893-IXHRQ,Mrs,0,No,1.0,,No,No,Credit card,20.55,20.55,Yes
1459,3070-BDOQC,Mr,60,No,60.0,,No,Yes,Credit card,99.65,5941.05,No
1460,2952-QAYZF,Mr,63,No,5.0,,No,No,Credit card,85.3,424.15,Yes
1461,6234-PFPXL,Mrs,48,Yes,22.0,,Yes,Yes,Credit card,95.9,2234.95,No
1462,9824-QCJPK,Ms,65,Yes,36.0,,No,No,PayPal,20.0,666.75,No
1463,4763-PGDPO,Ms,69,No,4.0,,No,No,Credit card,70.4,281,Yes
1464,4283-IVYCI,Mr,63,No,9.0,,Yes,No,Credit card,64.95,547.8,No
1465,1866-OBPNR,Mr,56,Yes,1.0,,No,No,Credit card,74.6,74.6,No
1466,8205-MQUGY,Mr,58,Yes,12.0,,No,No,Credit card,49.2,571.15,No
1467,8970-ANWXO,Mrs,61,No,23.0,,Yes,Yes,Credit card,73.75,1756.6,No
1468,9480-BQJEI,Mrs,42,No,62.0,,No,No,Credit card,92.3,5731.45,No
1469,5394-SVGJV,Mr,44,No,37.0,,Yes,Yes,PayPal,98.8,3475.55,Yes
1470,6979-TNDEU,Mr,69,No,8.0,,No,No,Credit card,19.2,156.85,No
1471,9777-WJJPR,Ms,63,Yes,31.0,,No,Yes,Credit card,88.65,2683.2,No
1472,9283-LZQOH,Mr,70,Yes,13.0,,No,No,Credit card,74.4,896.75,Yes
1473,7079-QRCBC,Mr,46,No,24.0,,No,Yes,Credit card,98.75,2407.3,Yes
1474,9495-SKLKD,Ms,71,Yes,45.0,,No,No,Credit card,95.95,4456.65,No
1475,6048-UWKAL,Mr,46,Yes,69.0,,Yes,Yes,PayPal,105.4,6998.95,No
1476,5067-DGXLL,Ms,57,No,2.0,,No,No,Bank transfer (automatic),20.25,36.8,No
1477,5469-CTCWN,Mr,70,Yes,61.0,,No,Yes,Bank transfer (automatic),106.0,6547.7,Yes
1478,9851-QXEEQ,Mr,60,No,41.0,,No,Yes,Credit card,104.7,4346.4,Yes
1479,6281-FKEWS,Mr,58,No,44.0,,No,Yes,Credit card,49.05,2265,No
1480,8898-KASCD,Mrs,47,No,39.0,,Yes,No,PayPal,35.55,1309.15,No
1481,9242-TKFSV,Mrs,69,Yes,72.0,,Yes,Yes,Credit card,65.1,4754.3,No
1482,9290-SHCMB,Mr,49,No,13.0,,No,Yes,Bank transfer (automatic),96.85,1235.55,No
1483,0743-HNPFG,Mr,63,Yes,51.0,,Yes,No,Credit card,69.75,3562.5,No
1484,2277-BKJKN,Mr,49,Yes,71.0,,No,Yes,Bank transfer (automatic),99.2,7213.75,No
1485,9809-IMGCQ,Mr,56,No,22.0,,No,Yes,Credit card,96.7,2082.95,Yes
1486,5208-HFSBT,Ms,62,No,2.0,,Yes,No,Credit card,55.05,102.75,Yes
1487,5035-PGZXH,Mr,63,No,56.0,,No,Yes,Bank transfer (automatic),106.8,5914.4,No
1488,8695-WDYEA,Mrs,49,No,1.0,,No,No,Credit card,51.25,51.25,No
1489,6543-JXSOO,Mr,71,Yes,23.0,,Yes,No,Bank transfer (automatic),57.75,1282.85,No
1490,8016-ZMGMO,Mr,43,Yes,66.0,,No,Yes,Credit card,70.85,4738.85,No
1491,8605-ITULD,Mr,53,No,1.0,,No,No,Credit card,19.55,19.55,No
1492,3254-YRILK,Mr,58,No,19.0,,No,Yes,Credit card,88.2,1775.8,Yes
1493,6416-YJTTB,Mr,68,No,11.0,,No,No,Credit card,79.5,795.65,No
1494,2667-WYLWJ,Mr,57,Yes,8.0,,No,No,Bank transfer (automatic),19.75,145,Yes
1495,4472-VESGY,Mr,69,Yes,52.0,,No,No,Credit card,98.15,4993.4,No
1496,3195-TQDZX,Mr,60,No,3.0,,No,No,Credit card,20.25,61.45,No
1497,3128-YOVTD,Mrs,52,Yes,51.0,,No,No,Credit card,79.15,4018.55,No
1498,0529-ONKER,Ms,59,No,15.0,,No,No,Credit card,75.65,1146.65,Yes
1499,1728-CXQBE,,50,Yes,64.0,,No,No,Credit card,94.25,6081.4,No
1500,7041-TXQJH,Mrs,48,No,37.0,,No,No,Credit card,40.2,1478.85,No
1501,5014-GSOUQ,Mr,56,No,13.0,,No,No,Bank transfer (automatic),19.95,243.65,No
1502,5724-BIDBU,Mrs,56,Yes,49.0,,No,No,Credit card,55.35,2633.95,No
1503,0481-SUMCB,Mr,65,No,45.0,,No,Yes,,102.15,4735.35,No
1504,1769-GRUIK,Mr,60,No,18.0,,No,No,PayPal,71.1,1247.75,No
1505,5240-IJOQT,Mrs,60,No,1.0,,No,No,,74.7,74.7,Yes
1506,8819-WFGGJ,Mr,68,Yes,68.0,,No,Yes,Credit card,54.1,3794.5,No
1507,7427-AUFPY,Mr,65,No,54.0,,No,No,Credit card,19.65,1008.7,No
1508,2811-POVEX,Mr,66,Yes,23.0,,No,No,Credit card,88.45,2130.55,No
1509,1092-GANHU,Mrs,61,No,17.0,,No,No,PayPal,76.65,1313.55,Yes
1510,7898-PDWQE,Mrs,45,Yes,71.0,,Yes,No,Credit card,80.4,5727.15,No
1511,9972-EWRJS,Mr,49,Yes,67.0,,No,No,Credit card,19.25,1372.9,No
1512,9314-IJWSQ,Mr,52,Yes,14.0,,No,Yes,Credit card,84.8,1203.9,No
1513,0661-XEYAN,Mr,43,No,1.0,,No,No,Credit card,25.8,25.8,Yes
1514,5799-JRCZO,Mr,69,No,63.0,,No,No,Credit card,19.5,1215.1,No
1515,1921-KYSAY,Ms,57,No,41.0,,Yes,No,Credit card,68.6,2877.05,No
1516,6198-RTPMF,Mr,50,Yes,17.0,,No,Yes,Credit card,92.6,1579.7,No
1517,2924-KHUVI,Mr,53,Yes,56.0,,No,Yes,Credit card,100.55,5514.95,No
1518,1925-GMVBW,Ms,49,No,5.0,,No,No,Credit card,20.55,96.1,No
1519,7881-EVUAD,,50,No,2.0,,No,No,Credit card,42.6,72.4,Yes
1520,6184-DYUOB,Mr,47,Yes,3.0,,No,No,Credit card,19.6,55.25,No
1521,9207-ZPANB,Ms,45,No,37.0,,Yes,No,Credit card,67.45,2443.3,No
1522,5766-XQXMQ,Mrs,52,No,29.0,,No,No,Credit card,68.85,1970.5,Yes
1523,9327-QSDED,Mrs,69,No,8.0,,No,No,Credit card,43.55,335.4,No
1524,1656-DRSMG,Mr,57,No,63.0,,Yes,Yes,Credit card,109.85,7002.95,No
1525,3012-VFFMN,Mr,52,Yes,7.0,,No,No,Credit card,20.65,158.95,No
1526,2984-AFWNC,Mr,58,No,3.0,,No,Yes,PayPal,95.4,293.15,No
1527,0640-YJTPY,Mr,51,Yes,72.0,,No,No,Credit card,21.0,1493.75,No
1528,8096-LOIST,Mr,47,No,19.0,,No,No,Credit card,56.2,1093.4,No
1529,9764-REAFF,Mr,59,Yes,59.0,,No,No,Credit card,18.4,1057.85,No
1530,3703-VAVCL,Mr,59,Yes,2.0,,Yes,No,Credit card,90.0,190.05,Yes
1531,7107-UBYKY,Mrs,67,Yes,35.0,,No,No,PayPal,25.75,882.55,No
1532,4881-GQJTW,Mr,49,No,14.0,,No,No,Credit card,19.6,300.4,No
1533,8519-QJGJD,Mr,65,No,14.0,DSL,No,No,Credit card,75.35,1025.95,Yes
1534,7876-DNYAP,Mr,60,Yes,69.0,,No,No,Credit card,19.8,1436.95,No
1535,7905-NJMXS,Ms,48,Yes,7.0,,Yes,No,Credit card,64.2,475,No
1536,2882-WDTBA,Ms,70,Yes,69.0,,Yes,Yes,Credit card,75.75,5388.15,No
1537,2091-GPPIQ,,69,Yes,72.0,,Yes,Yes,Credit card,78.95,5730.15,No
1538,6326-MTTXK,Mr,69,No,8.0,,No,Yes,Credit card,100.85,819.55,Yes
1539,5071-FBJFS,Mrs,49,Yes,4.0,Fiber optic,No,No,Credit card,50.3,217.1,No
1540,2796-UUZZO,Mr,64,Yes,63.0,,No,No,PayPal,80.3,4896.35,No
1541,2429-AYKKO,Mrs,61,No,72.0,,No,No,Credit card,19.85,1434.1,No
1542,9798-OPFEM,Mr,49,No,46.0,,No,No,Bank transfer (automatic),21.1,937.1,No
1543,0330-IVZHA,Mrs,50,Yes,5.0,,No,No,Credit card,69.95,330.15,Yes
1544,3794-NFNCH,Mrs,50,Yes,30.0,,No,No,Credit card,50.0,1474.9,No
1545,5193-QLVZB,Mr,66,No,63.0,,No,Yes,Credit card,104.75,6536.5,No
1546,7114-AEOZE,Mr,48,No,60.0,,No,No,Credit card,19.85,1128.1,No
1547,2886-KEFUM,Mr,51,Yes,63.0,,No,Yes,Bank transfer (automatic),107.5,6873.75,Yes
1548,5522-NYKPB,Mrs,59,Yes,25.0,,Yes,Yes,Credit card,85.9,2199.05,No
1549,4237-RLAQD,Ms,60,No,1.0,,No,No,Credit card,45.85,45.85,Yes
1550,9957-YODKZ,Mrs,51,Yes,6.0,,No,No,Credit card,80.8,457.1,No
1551,6518-KZXCB,Mrs,50,No,22.0,,No,No,Credit card,25.25,566.5,No
1552,2245-ADZFJ,Mrs,68,Yes,31.0,,Yes,Yes,Credit card,80.55,2471.6,No
1553,7776-QGYJC,Mr,63,Yes,39.0,,Yes,No,Credit card,81.5,3107.3,No
1554,9313-QOLTZ,Mr,52,No,26.0,,No,No,Credit card,20.9,518.3,No
1555,9651-GTSAQ,Mr,46,Yes,53.0,Fiber optic,No,Yes,Credit card,106.1,5769.75,Yes
1556,3186-BAXNB,Mr,63,No,1.0,,Yes,Yes,Credit card,91.7,91.7,Yes
1557,4672-FOTSD,Mr,52,No,12.0,,Yes,No,,67.25,832.3,No
1558,0637-YLETY,Mr,63,No,16.0,DSL,No,No,Credit card,95.6,1555.65,Yes
1559,9818-XQCUV,Mr,70,No,2.0,,No,No,Credit card,20.35,45.3,No
1560,7338-ERIVA,Mrs,69,No,39.0,,Yes,Yes,Credit card,45.05,1790.6,No
1561,1157-BQCUW,Mr,51,No,1.0,,No,No,Credit card,74.95,74.95,Yes
1562,8259-NFJTV,Mr,62,Yes,7.0,,Yes,No,Credit card,34.65,246.6,No
1563,3223-DWFIO,Mrs,46,No,4.0,,No,No,Credit card,69.35,261.65,No
1564,2660-EMUBI,Mr,65,No,10.0,,No,Yes,Bank transfer (automatic),95.35,898.35,Yes
1565,6968-GMKPR,Mr,43,No,55.0,,No,No,Bank transfer (automatic),81.55,4509.5,No
1566,4751-ERMAN,Mr,65,Yes,72.0,,No,Yes,PayPal,75.4,5480.25,No
1567,1436-ZMJAN,Mrs,63,Yes,10.0,,No,Yes,Credit card,67.8,653.15,No
1568,3292-PBZEJ,Mrs,63,No,11.0,,Yes,Yes,Credit card,111.4,1183.05,No
1569,0799-DDIHE,Mr,57,Yes,15.0,,No,No,Bank transfer (automatic),46.3,639.45,No
1570,3070-FNFZQ,Mrs,49,Yes,23.0,,No,No,PayPal,20.4,478.75,No
1571,2812-SFXMJ,Mr,62,No,1.0,,No,No,Credit card,20.05,20.05,No
1572,7675-OZCZG,Mrs,58,No,3.0,,No,No,Credit card,45.0,127.1,Yes
1573,5014-WUQMG,Ms,64,Yes,47.0,,No,No,Credit card,96.1,4391.45,No
1574,5312-TSZVC,,56,No,15.0,,No,No,PayPal,19.65,270.6,No
1575,2003-CKLOR,Mrs,48,No,66.0,,No,Yes,Credit card,99.5,6710.5,Yes
1576,0993-OSGPT,Mr,59,Yes,68.0,,Yes,No,Credit card,60.65,3975.9,No
1577,9254-RBFON,Mr,63,Yes,17.0,,Yes,Yes,Credit card,98.6,1704.95,Yes
1578,1205-WNWPJ,Mr,47,No,7.0,,Yes,Yes,Credit card,59.5,415.95,Yes
1579,9391-EOYLI,Mr,59,Yes,12.0,,No,No,Credit card,80.45,950.2,Yes
1580,7108-DGVUU,Mr,61,Yes,21.0,,No,No,Credit card,71.7,1497.05,No
1581,2782-JEEBU,Mr,63,No,21.0,,Yes,No,Credit card,36.0,780.15,No
1582,5127-BZENZ,Mr,56,Yes,56.0,,No,Yes,Bank transfer (automatic),65.2,3512.15,No
1583,2720-FVBQP,Ms,48,Yes,6.0,,No,No,Bank transfer (automatic),48.95,273.25,No
1584,9906-NHHVC,Mr,65,No,65.0,,No,Yes,PayPal,53.5,3517.9,No
1585,4522-XRWWI,Mrs,59,Yes,42.0,,Yes,Yes,Bank transfer (automatic),80.45,3375.9,No
1586,3766-EJLFL,Mr,43,Yes,68.0,,Yes,Yes,Bank transfer (automatic),109.05,7508.55,No
1587,5939-SXWHM,Mr,42,Yes,48.0,,No,No,Bank transfer (automatic),26.3,1245.05,No
1588,8152-UOBNY,Ms,68,No,50.0,,Yes,Yes,Credit card,106.8,5347.95,No
1589,7351-KYHQH,Mrs,58,No,7.0,,No,Yes,PayPal,64.95,493.65,No
1590,7643-RCHXS,Ms,44,Yes,63.0,,No,No,Credit card,19.35,1263.85,No
1591,8246-SHFGA,Mrs,65,No,17.0,,No,No,Credit card,21.1,385.55,No
1592,8387-MOJJT,Mr,46,Yes,42.0,,No,Yes,Credit card,77.95,3384,Yes
1593,0620-XEFWH,Ms,70,Yes,4.0,,No,No,Credit card,18.85,84.2,No
1594,6485-QXWWE,Mrs,67,No,62.0,,No,No,Credit card,26.0,1638.7,No
1595,2761-OCIAX,Mr,50,No,2.0,,No,No,PayPal,74.7,165.4,Yes
1596,7321-VGNKU,Ms,42,Yes,2.0,,No,No,Credit card,70.35,120.25,No
1597,5327-CNLUQ,Mrs,63,Yes,48.0,,No,Yes,Credit card,96.9,4473.45,No
1598,7552-KEYGT,Mr,56,Yes,27.0,,No,No,Credit card,19.55,520.55,No
1599,5816-JMLGY,Mrs,58,Yes,70.0,,Yes,Yes,,80.4,5717.85,No
1600,3068-OMWZA,Mrs,44,No,1.0,,No,Yes,Credit card,88.8,88.8,Yes
1601,2927-QRRQV,,71,Yes,46.0,,No,Yes,Credit card,94.65,4312.5,No
1602,6032-KRXXO,Mr,121,No,30.0,,No,Yes,Credit card,90.25,2755.35,Yes
1603,7459-RRWQZ,Mr,47,No,15.0,,No,No,PayPal,64.65,994.55,Yes
1604,6265-SXWBU,Mr,58,Yes,69.0,,No,Yes,Credit card,95.75,6511.25,No
1605,7941-RCJOW,Mr,71,No,65.0,,No,No,Credit card,19.55,1218.65,No
1606,6374-NTQLP,Mr,55,Yes,72.0,,Yes,Yes,Credit card,104.1,7447.7,No
1607,4154-AQUGT,Mr,53,Yes,13.0,,Yes,No,Credit card,89.05,1169.35,Yes
1608,2387-KDZQY,Mr,66,No,17.0,,No,No,Credit card,20.1,279.5,No
1609,3584-WKTTW,Mr,70,Yes,51.0,,Yes,Yes,PayPal,111.55,5720.35,No
1610,3399-BMLVW,Mr,64,Yes,51.0,,Yes,No,Credit card,60.5,3121.45,No
1611,1971-DTCZB,Mrs,52,Yes,72.0,,Yes,Yes,Credit card,90.95,6468.6,No
1612,3092-IGHWF,Mr,53,Yes,67.0,,No,No,Bank transfer (automatic),87.4,5918.8,Yes
1613,3374-PZLXD,Mr,67,No,34.0,,No,No,Credit card,19.7,675.6,No
1614,3813-DHBBB,Mr,66,Yes,67.0,,Yes,No,Credit card,50.95,3521.7,No
1615,2812-REYAT,Mr,70,Yes,49.0,,No,No,Credit card,20.05,923.1,No
1616,6518-PPLMZ,Mr,63,Yes,53.0,,No,No,Credit card,19.4,1110.35,No
1617,4939-KYYPY,Mr,49,No,27.0,,Yes,No,Credit card,59.45,1611.65,No
1618,8017-LXHFA,Mr,43,No,23.0,,No,Yes,Credit card,94.75,2293.6,Yes
1619,5930-GBIWP,Mrs,44,No,69.0,,Yes,No,Credit card,81.5,5553.25,No
1620,6022-KOUQO,Mr,43,Yes,2.0,,Yes,No,Credit card,29.05,44.75,No
1621,6352-TWCAU,Mr,55,No,35.0,,No,Yes,PayPal,86.45,3029.1,Yes
1622,2361-UPSND,Mrs,61,Yes,46.0,,Yes,No,Bank transfer (automatic),70.6,3231.05,No
1623,6035-RIIOM,Mr,57,No,54.0,Fiber optic,No,Yes,Credit card,97.2,5129.45,No
1624,2929-QNSRW,,54,Yes,56.0,,No,Yes,Credit card,98.25,5508.35,Yes
1625,1262-OPMFY,Mrs,45,Yes,9.0,,No,No,Credit card,75.75,655.9,Yes
1626,9504-DSHWM,,42,No,20.0,,Yes,No,Bank transfer (automatic),59.2,1191.2,No
1627,5035-BVCXS,Mr,46,No,11.0,,No,No,Credit card,75.9,866.4,No
1628,6267-DCFFZ,Mr,58,Yes,30.0,,No,Yes,Credit card,90.05,2627.2,No
1629,3533-UVMOM,Mr,69,Yes,68.0,,No,No,Credit card,70.95,4741.45,No
1630,2439-LYPMQ,Mrs,58,Yes,38.0,,No,Yes,Credit card,102.6,4009.2,No
1631,4248-QPAVC,Mr,71,Yes,17.0,,No,No,Credit card,85.35,1463.45,Yes
1632,1899-VXWXM,Mr,43,No,48.0,,No,Yes,Credit card,106.1,5082.8,Yes
1633,1478-VPOAD,Ms,60,No,1.0,,No,No,PayPal,43.8,43.8,No
1634,9995-HOTOH,Mr,65,Yes,63.0,Fiber optic,No,Yes,,59.0,3707.6,No
1635,2988-PLAHS,Mr,52,No,3.0,,No,Yes,Credit card,69.95,220.45,No
1636,1371-OJCEK,Mrs,68,No,48.0,,No,No,Credit card,24.35,1133.7,No
1637,4999-IEZLT,Mr,51,No,66.0,,Yes,No,Credit card,29.45,1983.15,No
1638,8883-ANODQ,Mr,71,Yes,68.0,,No,No,Credit card,84.4,5746.75,No
1639,4690-LLKUA,Mr,69,No,17.0,Fiber optic,No,No,PayPal,45.05,770.6,Yes
1640,2351-RRBUE,Mrs,57,Yes,7.0,,No,No,Credit card,20.65,134.05,No
1641,5980-BDHPY,Mr,63,Yes,72.0,,Yes,Yes,Bank transfer (automatic),87.1,6230.1,No
1642,1498-DQNRX,Ms,59,Yes,29.0,,No,No,Credit card,19.85,573.05,No
1643,9469-WEJBT,Mr,62,Yes,37.0,,Yes,No,Credit card,90.35,3419.3,No
1644,3331-HQDTW,Mrs,62,No,34.0,,No,Yes,Bank transfer (automatic),109.8,3587.25,Yes
1645,9490-DFPMD,Mr,61,No,42.0,,No,Yes,Credit card,84.65,3541.35,Yes
1646,2581-VKIRT,Mr,61,Yes,59.0,,Yes,No,Credit card,65.5,3801.3,No
1647,5442-XSDCW,Mr,45,Yes,11.0,,No,Yes,Credit card,79.5,868.5,Yes
1648,7426-WEIJX,Mrs,43,Yes,60.0,,No,No,Credit card,80.95,4859.1,No
1649,2851-MMUTZ,Mr,63,No,27.0,,Yes,No,Credit card,56.15,1439.35,No
1650,3049-NDXFL,Mr,55,No,1.0,,No,No,Bank transfer (automatic),85.8,85.8,Yes
1651,8580-AECUZ,Mr,57,No,1.0,,No,Yes,Credit card,79.1,79.1,Yes
1652,3307-TLCUD,Mrs,56,Yes,17.0,,No,No,Credit card,34.4,592.75,No
1653,6625-FLENO,Mr,65,Yes,58.0,,No,No,Credit card,20.75,1185.95,No
1654,2967-MXRAV,Mrs,62,Yes,1.0,,No,No,Credit card,18.8,18.8,No
1655,7963-GQRMY,Mrs,55,Yes,3.0,,No,No,Bank transfer (automatic),44.3,134.5,Yes
1656,8189-HBVRW,Ms,43,No,53.0,,No,No,PayPal,90.8,4921.2,No
1657,4163-KIUHY,Mrs,65,No,35.0,,No,No,Credit card,25.6,901.25,No
1658,1228-FZFRV,Mr,43,Yes,50.0,,No,Yes,Bank transfer (automatic),105.95,5341.8,Yes
1659,3500-NSDOA,Mr,65,Yes,68.0,,Yes,No,Credit card,70.8,4859.95,No
1660,1171-TYKUR,Mr,60,Yes,47.0,,No,No,Credit card,25.4,1139.2,No
1661,3761-FLYZI,,59,Yes,65.0,,No,Yes,Credit card,108.8,7082.45,No
1662,2058-DCJBE,Ms,69,No,5.0,,No,No,Credit card,69.75,324.6,Yes
1663,5364-XYIRR,Mr,71,Yes,51.0,,No,Yes,Credit card,94.65,4812.75,Yes
1664,4829-AUOAX,Mr,57,No,46.0,,No,Yes,Credit card,96.05,4399.5,Yes
1665,1219-NNDDO,Ms,56,No,9.0,,No,No,Bank transfer (automatic),76.85,663.55,No
1666,8388-DMKAE,Ms,51,No,8.0,,No,No,PayPal,20.25,174.65,No
1667,4403-BWPAY,Mrs,44,No,14.0,,No,No,Credit card,24.8,321.7,No
1668,9659-QEQSY,Mr,46,No,45.0,,Yes,Yes,PayPal,115.65,5125.5,No
1669,5405-ZMYXQ,Ms,54,No,8.0,,No,No,Credit card,74.6,548.9,No
1670,5047-LHVLY,Mrs,65,No,1.0,,No,No,Credit card,50.15,50.15,Yes
